userId,userName,debutYear,firstPostTime,firstTitle,firstContentId,latestPostTime,latestTitle,latestContentId,isActiveRecent1Year
26924456,カーペット,2021,2021-12-01 11:36:02,【東北きりたん車載】レンタルカート耐久レースに挑戦！【MS投稿祭】,sm39695918,2026-07-18 14:16:52,【第8回ボイカーナ】歩こう走ろう屋根開けよう【VOICEROID車載】,sm46561908,True
26927419,頼朝,2025,2025-02-04 01:03:03,会社を辞めて日本一周～そうだ日本を知ろう～part03,sm44610257,2026-07-30 17:30:00,【第3回 ニコニコダム祭り】放流を見に行こう！温井ダム,sm46604242,True
27116524,三日月,2025,2025-11-22 14:21:03,V-LogしたかったそらちゃんのNeed For Speed Heat【VOICELOID実況】,sm45649079,2025-11-22 14:21:03,V-LogしたかったそらちゃんのNeed For Speed Heat【VOICELOID実況】,sm45649079,True
27145512,S.Wing,2018,2018-07-27 21:50:49,【VOICEROID車載】Alfa 147と行く車載＆整備日誌　#01 はじめまして,sm33593580,2026-07-20 17:30:00,旅はヒスイ色 #04 シンプルにちょっとそこまで Part2【シンプル車載動画投稿祭2026】,sm46570867,True
27195384,レイ,2023,2023-06-01 18:00:00,目的地はどちらですか？第一話「納車/バイク神社」,sm42293675,2026-07-07 00:00:00,【ソフトウェアトーク車載】しょうゆパークを覗いてきました【シンプル車載動画投稿祭2026】,sm46515665,True
27308717,みくじv,2025,2025-10-27 12:41:04,【フラット林道】神奈川の短めピストン林道ツー【WhiteCUL】,sm45560630,2025-10-27 12:41:04,【フラット林道】神奈川の短めピストン林道ツー【WhiteCUL】,sm45560630,True
27355619,脳みそ海綿隊,2021,2021-12-30 18:00:00,ずんだもんと行く！！ホームラン出るまで帰れま10【西日本縦断旅2日目】,sm39828318,2025-09-01 19:00:00,ずんだもんと行く！！ホームラン出るまで帰れま10【西日本縦断旅12日目】最終回,sm45360665,True
27372429,クロラト,2024,2024-05-15 18:00:00,【2024年5月】石見旅行(前編),sm43791010,2026-08-14 21:00:49,沼の浅瀬からボイロ(広義)の好きなところを延々と話し続けるだけ,sm46668483,True
27385267,しらこま,2022,2022-01-01 17:09:02,【レンタルバイク】AKR旅 #1 宮ケ瀬【PCX125】【ソフトウェアトーク車載】,sm39840198,2026-07-20 21:30:00,夏のはじまり【シンプル車載動画投稿祭2026】,sm46571118,True
27391591,社畜のお燐,2021,2021-03-31 14:06:02,「VOCALOID車載」バイクで行く　お燐とあかりの西日本ツーリング1-3,sm38513577,2026-03-06 21:48:04,【日帰り旅行祭2026】北海道に来る全てのライダーへ 苫小牧ライダーの過ごし方 北海道ツーリング[VOICEROID車載],sm46029054,True
27495942,睦月 零,2022,2022-10-04 03:06:03,【Voiceroid車載】セイカさんと鳥の栖から羽ばたいてみよう Part.1 大宰府政庁跡,sm41172110,2026-07-20 23:45:00,【結月ゆかり】セイカさん達と鳥の栖から羽ばたいてみよう Ex.24 【シンプル車載動画投稿祭2026】,sm46572629,True
27535945,ぅな～,2017,2017-10-23 08:00:00,おバイク！国境食堂 カツ丼(大)【VTR250】,sm32144099,2026-08-12 19:00:00,お写んぽ！2024GW 中部関東07 房総暴走,sm46656580,True
